FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_18f8bd049eb_-69c1,POINT (4.358 50.797),6447,2024-03-21T11:20:00,1014.68,9.73,87.2,0,,268,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69c0,POINT (4.358 50.797),6447,2024-03-21T11:30:00,1014.73,9.82,86.49,0,,263.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69bf,POINT (4.358 50.797),6447,2024-03-21T11:40:00,1014.68,9.9,85.94,0,,286.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69be,POINT (4.358 50.797),6447,2024-03-21T11:50:00,1014.92,10.11,86.64,0,,270.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69bd,POINT (4.358 50.797),6447,2024-03-21T12:00:00,1015.04,9.96,86.95,0,,272.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69bc,POINT (4.358 50.797),6447,2024-03-21T12:10:00,1015.04,10.08,85.61,0,,281.9,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69bb,POINT (4.358 50.797),6447,2024-03-21T12:20:00,1014.68,10.06,84.86,0,,269.8,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69ba,POINT (4.358 50.797),6447,2024-03-21T12:30:00,1014.79,10.15,85.33,0,,238.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b9,POINT (4.358 50.797),6447,2024-03-21T12:40:00,1014.68,10.21,84.75,0,,256.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b8,POINT (4.358 50.797),6447,2024-03-21T12:50:00,1014.68,10.42,83.64,0,,265.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b7,POINT (4.358 50.797),6447,2024-03-21T13:00:00,1014.68,10.51,83.53,0,,254.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b6,POINT (4.358 50.797),6447,2024-03-21T13:10:00,1014.65,10.82,82.54,0,,253.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b5,POINT (4.358 50.797),6447,2024-03-21T13:20:00,1014.56,10.84,81.21,0,,271.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b4,POINT (4.358 50.797),6447,2024-03-21T13:30:00,1014.56,10.98,80.63,0,,259.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b3,POINT (4.358 50.797),6447,2024-03-21T13:40:00,1014.56,11.21,79.4,0,,273.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b2,POINT (4.358 50.797),6447,2024-03-21T13:50:00,1014.44,11.26,79.39,0,,250.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b1,POINT (4.358 50.797),6447,2024-03-21T14:00:00,1014.37,11.36,79.25,0,,257.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69b0,POINT (4.358 50.797),6447,2024-03-21T14:10:00,1014.32,11.36,78.84,0,,263.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69af,POINT (4.358 50.797),6447,2024-03-21T14:20:00,1014.2,11.46,78.58,0,,254,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69ae,POINT (4.358 50.797),6447,2024-03-21T14:30:00,1014.08,11.62,79.51,0,,253.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69ad,POINT (4.358 50.797),6447,2024-03-21T14:40:00,1013.96,11.69,79.18,0,,233.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69ac,POINT (4.358 50.797),6447,2024-03-21T14:50:00,1013.84,11.7,79.36,0,,234.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69ab,POINT (4.358 50.797),6447,2024-03-21T15:00:00,1013.72,11.67,79.22,0,,243.8,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69aa,POINT (4.358 50.797),6447,2024-03-21T15:10:00,1013.72,11.75,79.05,0,,254.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a9,POINT (4.358 50.797),6447,2024-03-21T15:20:00,1013.67,11.9,79.61,0,,230.9,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a8,POINT (4.358 50.797),6447,2024-03-21T15:30:00,1013.6,12.01,79.22,0,,231.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a7,POINT (4.358 50.797),6447,2024-03-21T15:40:00,1013.4,12.12,79.16,0,,223.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a6,POINT (4.358 50.797),6447,2024-03-21T15:50:00,1013.4,12.15,79.19,0,,225,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a5,POINT (4.358 50.797),6447,2024-03-21T16:00:00,1013.36,12.3,78.88,0,,235.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a4,POINT (4.358 50.797),6447,2024-03-21T16:10:00,1013.24,12.17,78.65,0,,219.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a3,POINT (4.358 50.797),6447,2024-03-21T16:20:00,1013.12,11.96,79.78,0,,223.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a2,POINT (4.358 50.797),6447,2024-03-21T16:30:00,1013.08,11.91,80.59,0,,227.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a1,POINT (4.358 50.797),6447,2024-03-21T16:40:00,1012.77,11.77,80.53,0,,214.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-69a0,POINT (4.358 50.797),6447,2024-03-21T16:50:00,1013,11.78,81.3,0,,222.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-699f,POINT (4.358 50.797),6447,2024-03-21T17:00:00,1013.24,11.76,81.59,0,,231.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-699e,POINT (4.358 50.797),6447,2024-03-21T17:10:00,1013.36,11.76,82.27,0,,232.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-699d,POINT (4.358 50.797),6447,2024-03-21T17:20:00,1013.36,11.7,83.19,0,,231.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-699c,POINT (4.358 50.797),6447,2024-03-21T17:30:00,1013.36,11.63,84.12,0,,229.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-699b,POINT (4.358 50.797),6447,2024-03-21T17:40:00,1013.24,11.57,84.27,0,,235.8,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-699a,POINT (4.358 50.797),6447,2024-03-21T17:50:00,1013.12,11.53,84.05,0,,212.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6999,POINT (4.358 50.797),6447,2024-03-21T18:00:00,1013.24,11.41,84.49,0,,220.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6998,POINT (4.358 50.797),6447,2024-03-21T18:10:00,1013.33,11.38,84.76,0,,221.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6997,POINT (4.358 50.797),6447,2024-03-21T18:20:00,1013.24,11.26,85.44,0,,223.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6996,POINT (4.358 50.797),6447,2024-03-21T18:30:00,1013.24,11.19,86.23,0,,214.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6995,POINT (4.358 50.797),6447,2024-03-21T18:40:00,1013.24,11.18,86.5,0,,205.3,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6994,POINT (4.358 50.797),6447,2024-03-21T18:50:00,1013.14,11.18,86.78,0,,204,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6993,POINT (4.358 50.797),6447,2024-03-21T19:00:00,1013.24,11.09,87.23,0,,203,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6992,POINT (4.358 50.797),6447,2024-03-21T19:10:00,1013.12,11.07,87.6,0,,202.9,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6991,POINT (4.358 50.797),6447,2024-03-21T19:20:00,1013,11.05,88.01,0,,203.8,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6990,POINT (4.358 50.797),6447,2024-03-21T19:30:00,1013,11.06,88.02,0,,203.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-698f,POINT (4.358 50.797),6447,2024-03-21T19:40:00,1013,11.13,88.34,0,,209.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-698e,POINT (4.358 50.797),6447,2024-03-21T19:50:00,1013,11.16,88.53,0,,207.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-698d,POINT (4.358 50.797),6447,2024-03-21T20:00:00,1012.88,11.19,88.96,0,,210.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-698c,POINT (4.358 50.797),6447,2024-03-21T20:10:00,1012.76,11.21,89.3,0,,210.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-698b,POINT (4.358 50.797),6447,2024-03-21T20:20:00,1012.64,11.14,89.81,0,,199.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-698a,POINT (4.358 50.797),6447,2024-03-21T20:30:00,1012.52,11.11,90.35,0,,202.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6989,POINT (4.358 50.797),6447,2024-03-21T20:40:00,1012.52,11.16,90.57,0,,203.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6988,POINT (4.358 50.797),6447,2024-03-21T20:50:00,1012.4,11.23,90.63,0,,203,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6987,POINT (4.358 50.797),6447,2024-03-21T21:00:00,1012.44,11.35,90.71,0,,207.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6986,POINT (4.358 50.797),6447,2024-03-21T21:10:00,1012.28,11.47,90.59,0,,209,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6985,POINT (4.358 50.797),6447,2024-03-21T21:20:00,1012.16,11.5,90.83,0,,207.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6984,POINT (4.358 50.797),6447,2024-03-21T21:30:00,1012.26,11.6,90.78,0,,210.7,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6983,POINT (4.358 50.797),6447,2024-03-21T21:40:00,1012.16,11.65,90.74,0,,211.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6982,POINT (4.358 50.797),6447,2024-03-21T21:50:00,1011.92,11.72,90.81,0,,221.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6981,POINT (4.358 50.797),6447,2024-03-21T22:00:00,1011.92,11.77,91.03,0,,220,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6980,POINT (4.358 50.797),6447,2024-03-21T22:10:00,1011.8,11.83,91.22,0,,223.9,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-697f,POINT (4.358 50.797),6447,2024-03-21T22:20:00,1011.68,11.89,91.22,0,,221.5,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-697e,POINT (4.358 50.797),6447,2024-03-21T22:30:00,1011.68,11.99,90.73,0,,218.9,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-697d,POINT (4.358 50.797),6447,2024-03-21T22:40:00,1011.56,12.03,90.57,0,,219.6,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-697c,POINT (4.358 50.797),6447,2024-03-21T22:50:00,1011.44,12.04,90.65,0,,220.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-697b,POINT (4.358 50.797),6447,2024-03-21T23:00:00,1011.41,12.07,90.64,0,,219.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-697a,POINT (4.358 50.797),6447,2024-03-21T23:10:00,1011.32,12.07,90.86,0,,221.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6979,POINT (4.358 50.797),6447,2024-03-21T23:20:00,1011.26,12.03,91.39,0,,225.8,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6978,POINT (4.358 50.797),6447,2024-03-21T23:30:00,1011.08,12.03,91.54,0,,225.2,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6977,POINT (4.358 50.797),6447,2024-03-21T23:40:00,1010.96,12.04,91.12,0,,223.1,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6976,POINT (4.358 50.797),6447,2024-03-21T23:50:00,1010.84,12.08,89.82,0,,218,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6975,POINT (4.358 50.797),6447,2024-03-22T00:00:00,1010.72,12.13,88.16,0,,216.4,"{""validated"": {""air_pressure"":true,""air_temperature"":false,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6974,POINT (4.358 50.797),6447,2024-03-22T00:10:00,1010.63,12.09,87.12,0,,225.1,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6973,POINT (4.358 50.797),6447,2024-03-22T00:20:00,1010.57,12.15,86.18,0,,219,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6972,POINT (4.358 50.797),6447,2024-03-22T00:30:00,1010.48,12.16,85.51,0,,216.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6971,POINT (4.358 50.797),6447,2024-03-22T00:40:00,1010.48,12.08,85.91,0,,219.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6970,POINT (4.358 50.797),6447,2024-03-22T00:50:00,1010.36,12.03,86.37,0,,222.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-696f,POINT (4.358 50.797),6447,2024-03-22T01:00:00,1010.36,11.95,86.88,0,,226.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-696e,POINT (4.358 50.797),6447,2024-03-22T01:10:00,1010.24,11.87,87.39,0,,228.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-696d,POINT (4.358 50.797),6447,2024-03-22T01:20:00,1010,11.67,88.05,0,,223.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-696c,POINT (4.358 50.797),6447,2024-03-22T01:30:00,1009.77,11.54,88.77,0,,219,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-696b,POINT (4.358 50.797),6447,2024-03-22T01:40:00,1009.76,11.53,88.6,0,,216.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-696a,POINT (4.358 50.797),6447,2024-03-22T01:50:00,1009.76,11.45,88.97,0,,223.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6969,POINT (4.358 50.797),6447,2024-03-22T02:00:00,1009.76,11.33,89.61,0,,227.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6968,POINT (4.358 50.797),6447,2024-03-22T02:10:00,1009.64,11.18,89.83,0,,224.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6967,POINT (4.358 50.797),6447,2024-03-22T02:20:00,1009.43,11.12,89.81,0,,220.5,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6966,POINT (4.358 50.797),6447,2024-03-22T02:30:00,1009.3,11.14,89.33,0,,218.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6965,POINT (4.358 50.797),6447,2024-03-22T02:40:00,1009.28,10.95,90.08,0,,224.9,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6964,POINT (4.358 50.797),6447,2024-03-22T02:50:00,1009.06,10.95,90.22,0,,225.2,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6963,POINT (4.358 50.797),6447,2024-03-22T03:00:00,1009.04,11.03,89.41,0,,223.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6962,POINT (4.358 50.797),6447,2024-03-22T03:10:00,1009,10.98,89.17,0,,228.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6961,POINT (4.358 50.797),6447,2024-03-22T03:20:00,1008.83,10.99,89.02,0,,223.7,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-6960,POINT (4.358 50.797),6447,2024-03-22T03:30:00,1008.77,10.96,88.82,0,,227.8,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-695f,POINT (4.358 50.797),6447,2024-03-22T03:40:00,1008.8,10.92,88.9,0,,237.1,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-695e,POINT (4.358 50.797),6447,2024-03-22T03:50:00,1008.68,10.92,88.71,0,,242.3,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-695d,POINT (4.358 50.797),6447,2024-03-22T04:00:00,1008.56,10.86,88.83,0,,227.4,"{""validated"": {""air_pressure"":true,""air_temperature"":true,""relative_humidity"":true,""precipitation"":false,""wind_speed"":false}}"
