FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_18f8bd049eb_-52ed,POINT (4.358 50.797),6447,2024-05-01T01:20:00,999.56,13.47,99.16,0.03,,306.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ec,POINT (4.358 50.797),6447,2024-05-01T01:30:00,999.92,13.56,99.21,0.09,,219.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52eb,POINT (4.358 50.797),6447,2024-05-01T01:40:00,999.68,13.65,99.75,1.05,,187.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ea,POINT (4.358 50.797),6447,2024-05-01T01:50:00,999.44,13.53,98.2,0.61,,239.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e9,POINT (4.358 50.797),6447,2024-05-01T02:00:00,999.56,13.47,96.55,0.04,,218.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e8,POINT (4.358 50.797),6447,2024-05-01T02:10:00,999.6,13.38,98.53,0,,165.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e7,POINT (4.358 50.797),6447,2024-05-01T02:20:00,998.59,13.44,98.3,0,,300.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e6,POINT (4.358 50.797),6447,2024-05-01T02:30:00,998.45,13.41,97.25,0.07,,347.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e5,POINT (4.358 50.797),6447,2024-05-01T02:40:00,998.24,13.35,96.88,0.03,,313.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e4,POINT (4.358 50.797),6447,2024-05-01T02:50:00,998.36,13.09,97.41,0,,348.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e3,POINT (4.358 50.797),6447,2024-05-01T03:00:00,998.36,12.83,97.89,0,,308.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e2,POINT (4.358 50.797),6447,2024-05-01T03:10:00,998.36,12.65,98.87,0,,341.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e1,POINT (4.358 50.797),6447,2024-05-01T03:20:00,998.36,12.39,99.31,0,,30.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52e0,POINT (4.358 50.797),6447,2024-05-01T03:30:00,998.36,12.43,100,0,,98.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52df,POINT (4.358 50.797),6447,2024-05-01T03:40:00,998.6,12.44,100,0,,170,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52de,POINT (4.358 50.797),6447,2024-05-01T03:50:00,998.48,12.31,99.83,0,,182.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52dd,POINT (4.358 50.797),6447,2024-05-01T04:00:00,998.6,12.17,100,0,,153.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52dc,POINT (4.358 50.797),6447,2024-05-01T04:10:00,998.38,11.85,100,0,,135.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52db,POINT (4.358 50.797),6447,2024-05-01T04:20:00,998.26,11.66,100,0,,106,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52da,POINT (4.358 50.797),6447,2024-05-01T04:30:00,998.36,11.87,100,0,,90.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d9,POINT (4.358 50.797),6447,2024-05-01T04:40:00,998.24,11.85,100,0.03,,90.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d8,POINT (4.358 50.797),6447,2024-05-01T04:50:00,998.1,11.89,100,0,,86.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d7,POINT (4.358 50.797),6447,2024-05-01T05:00:00,997.76,12.21,99.64,0,,80.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d6,POINT (4.358 50.797),6447,2024-05-01T05:10:00,997.52,12.45,98.89,0,,82.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d5,POINT (4.358 50.797),6447,2024-05-01T05:20:00,997.52,12.62,98.32,0,,90,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d4,POINT (4.358 50.797),6447,2024-05-01T05:30:00,997.64,12.82,97.83,0,,100.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d3,POINT (4.358 50.797),6447,2024-05-01T05:40:00,997.88,13,97.68,0,,172.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d2,POINT (4.358 50.797),6447,2024-05-01T05:50:00,997.76,13.05,98.2,0,,221.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d1,POINT (4.358 50.797),6447,2024-05-01T06:00:00,997.67,13.09,98.41,0,,284.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52d0,POINT (4.358 50.797),6447,2024-05-01T06:10:00,997.76,13.23,98.84,0,,88,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52cf,POINT (4.358 50.797),6447,2024-05-01T06:20:00,997.64,13.42,97.65,0,,355.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ce,POINT (4.358 50.797),6447,2024-05-01T06:30:00,997.64,13.74,97.86,0,,89.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52cd,POINT (4.358 50.797),6447,2024-05-01T06:40:00,997.64,13.95,96.93,0,,228.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52cc,POINT (4.358 50.797),6447,2024-05-01T06:50:00,997.4,13.94,95.38,0,,338.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52cb,POINT (4.358 50.797),6447,2024-05-01T07:00:00,997.28,14.18,95.53,0,,11.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ca,POINT (4.358 50.797),6447,2024-05-01T07:10:00,997.28,14.39,94.74,0,,15.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c9,POINT (4.358 50.797),6447,2024-05-01T07:20:00,997.16,14.93,92.55,0,,61,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c8,POINT (4.358 50.797),6447,2024-05-01T07:30:00,997.04,15.13,89.43,0,,21.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c7,POINT (4.358 50.797),6447,2024-05-01T07:40:00,997.04,15.32,88.23,0,,357.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c6,POINT (4.358 50.797),6447,2024-05-01T07:50:00,997.07,15.92,88.34,0,,33.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c5,POINT (4.358 50.797),6447,2024-05-01T08:00:00,996.92,16.28,85.18,0,,51.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c4,POINT (4.358 50.797),6447,2024-05-01T08:10:00,996.92,16.48,83.49,0,,338.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c3,POINT (4.358 50.797),6447,2024-05-01T08:20:00,996.92,16.49,82.36,0,,322.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c2,POINT (4.358 50.797),6447,2024-05-01T08:30:00,996.82,16.71,80.42,0,,356.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c1,POINT (4.358 50.797),6447,2024-05-01T08:40:00,996.77,17.31,80.73,0,,355.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52c0,POINT (4.358 50.797),6447,2024-05-01T08:50:00,996.68,17.13,80.93,0,,306.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52bf,POINT (4.358 50.797),6447,2024-05-01T09:00:00,996.56,17.45,78.36,0,,323.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52be,POINT (4.358 50.797),6447,2024-05-01T09:10:00,996.32,17.9,76.57,0,,356.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52bd,POINT (4.358 50.797),6447,2024-05-01T09:20:00,996.32,18.6,71.17,0,,356.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52bc,POINT (4.358 50.797),6447,2024-05-01T09:30:00,996.1,18.65,67.91,0,,7.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52bb,POINT (4.358 50.797),6447,2024-05-01T09:40:00,995.96,19.3,66.67,0,,20.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ba,POINT (4.358 50.797),6447,2024-05-01T09:50:00,995.84,19.38,63.36,0,,28.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b9,POINT (4.358 50.797),6447,2024-05-01T10:00:00,995.6,19.41,63.15,0,,10.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b8,POINT (4.358 50.797),6447,2024-05-01T10:10:00,995.24,19.8,63.76,0,,14.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b7,POINT (4.358 50.797),6447,2024-05-01T10:20:00,995.22,20.11,63.36,0,,21.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b6,POINT (4.358 50.797),6447,2024-05-01T10:30:00,995,19.96,64.07,0,,23.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b5,POINT (4.358 50.797),6447,2024-05-01T10:40:00,994.88,20.2,65.78,0,,13.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b4,POINT (4.358 50.797),6447,2024-05-01T10:50:00,994.8,20.33,65.87,0,,19.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b3,POINT (4.358 50.797),6447,2024-05-01T11:00:00,994.76,20.51,66.93,0,,26.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b2,POINT (4.358 50.797),6447,2024-05-01T11:10:00,994.64,20.43,66.41,0,,5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b1,POINT (4.358 50.797),6447,2024-05-01T11:20:00,994.52,20.68,67.17,0,,17,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52b0,POINT (4.358 50.797),6447,2024-05-01T11:30:00,994.4,21.05,66.36,0,,14.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52af,POINT (4.358 50.797),6447,2024-05-01T11:40:00,994.16,20.97,66.02,0,,22.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ae,POINT (4.358 50.797),6447,2024-05-01T11:50:00,994.04,21.24,66.35,0,,15,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ad,POINT (4.358 50.797),6447,2024-05-01T12:00:00,993.92,21.38,65.81,0,,13.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ac,POINT (4.358 50.797),6447,2024-05-01T12:10:00,993.75,21.47,65.68,0,,346.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52ab,POINT (4.358 50.797),6447,2024-05-01T12:20:00,993.68,21.65,64.69,0,,0.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52aa,POINT (4.358 50.797),6447,2024-05-01T12:30:00,993.56,21.99,64.02,0,,13.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a9,POINT (4.358 50.797),6447,2024-05-01T12:40:00,993.35,22.32,62.49,0,,6.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a8,POINT (4.358 50.797),6447,2024-05-01T12:50:00,993.08,22.33,61.42,0,,353.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a7,POINT (4.358 50.797),6447,2024-05-01T13:00:00,993.02,22.5,60.36,0,,346.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a6,POINT (4.358 50.797),6447,2024-05-01T13:10:00,992.86,22.58,60.93,0,,354.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a5,POINT (4.358 50.797),6447,2024-05-01T13:20:00,992.72,22.73,60.13,0,,4.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a4,POINT (4.358 50.797),6447,2024-05-01T13:30:00,992.51,22.94,59.48,0,,17.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a3,POINT (4.358 50.797),6447,2024-05-01T13:40:00,992.24,22.95,59.4,0,,350.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a2,POINT (4.358 50.797),6447,2024-05-01T13:50:00,992.12,23.06,59.3,0,,353.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a1,POINT (4.358 50.797),6447,2024-05-01T14:00:00,992,23.2,59.72,0,,3.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-52a0,POINT (4.358 50.797),6447,2024-05-01T14:10:00,991.88,23.15,59.28,0,,14.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-529f,POINT (4.358 50.797),6447,2024-05-01T14:20:00,991.64,23.23,59.13,0,,13.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-529e,POINT (4.358 50.797),6447,2024-05-01T14:30:00,991.48,23.29,59.84,0,,14.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-529d,POINT (4.358 50.797),6447,2024-05-01T14:40:00,991.4,23.54,57.49,0,,23.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-529c,POINT (4.358 50.797),6447,2024-05-01T14:50:00,991.24,23.68,57.11,0,,23.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-529b,POINT (4.358 50.797),6447,2024-05-01T15:00:00,991.16,23.56,56.53,0,,7.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-529a,POINT (4.358 50.797),6447,2024-05-01T15:10:00,991.12,23.5,58.16,0,,17.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5299,POINT (4.358 50.797),6447,2024-05-01T15:20:00,991.04,23.65,58,0,,27,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5298,POINT (4.358 50.797),6447,2024-05-01T15:30:00,990.92,23.7,58.2,0,,30.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5297,POINT (4.358 50.797),6447,2024-05-01T15:40:00,990.89,23.75,58.38,0,,28.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5296,POINT (4.358 50.797),6447,2024-05-01T15:50:00,990.8,23.53,59.68,0,,27.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5295,POINT (4.358 50.797),6447,2024-05-01T16:00:00,990.68,23.38,61.05,0,,26.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5294,POINT (4.358 50.797),6447,2024-05-01T16:10:00,990.56,23.45,61.49,0,,15.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5293,POINT (4.358 50.797),6447,2024-05-01T16:20:00,990.42,23.53,61.88,0,,9.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5292,POINT (4.358 50.797),6447,2024-05-01T16:30:00,990.32,23.64,61.73,0,,20.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5291,POINT (4.358 50.797),6447,2024-05-01T16:40:00,990.19,23.42,62.2,0,,11,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5290,POINT (4.358 50.797),6447,2024-05-01T16:50:00,990.08,23.31,63.13,0,,6.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-528f,POINT (4.358 50.797),6447,2024-05-01T17:00:00,990.08,23.26,63.57,0,,7.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-528e,POINT (4.358 50.797),6447,2024-05-01T17:10:00,990.07,23.24,63.55,0,,9.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-528d,POINT (4.358 50.797),6447,2024-05-01T17:20:00,989.95,23.19,63.81,0,,13.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-528c,POINT (4.358 50.797),6447,2024-05-01T17:30:00,989.96,23.1,64.72,0,,5.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-528b,POINT (4.358 50.797),6447,2024-05-01T17:40:00,989.84,22.95,65.78,0,,3.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-528a,POINT (4.358 50.797),6447,2024-05-01T17:50:00,989.74,22.74,67.24,0,,357,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5289,POINT (4.358 50.797),6447,2024-05-01T18:00:00,989.72,22.66,67.78,0,,358,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5288,POINT (4.358 50.797),6447,2024-05-01T18:10:00,989.72,22.52,68.79,0,,1.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
